Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
1102.01/2019 PP,270742.88,PREGÃO,2019-02-15,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AOS PROGRAMAS DA EDUCAÇÃO INFANTIL, ENSINO FUNDAMENTAL, EJA E DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-03-07,FECHADA,SECRETARIA DE EDUCAÇÃO
0402.01/2019 PP,331316.35,PREGÃO,2019-02-06,MENOR PREÇO,"AQUISIÇÃO DE URNAS MORTUÁRIAS E TRANSLADOS PARA ATENDER AS NECESSIDADES DOS MUNÍCIPES CARENTES, NA FORMA DA LEI, JUNTO Á SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.",2019-02-19,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2401.01/2019 TP,95920.0,TOMADA DE PREÇOS,2019-01-28,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA EM CONSULTORIA TÉCNICA ESPECIALIZADA E CONTINUADA NO APOIO E ORIENTAÇÃO DAS OPERAÇÕES DA CONTROLADORIA GERAL DO MUNICÍPIO DE ACARAU/CE.,2019-02-13,FECHADA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
2401.02/2019 PP,491152.0,PREGÃO,2019-01-30,MENOR PREÇO,"AQUISIÇÃO DE LIVROS DIDÁTICOS, DESTINADOS AOS ALUNOS DE EDUCAÇÃO INFANTIL 4 E 5 ANOS DA REDE MUNCIPAL DE ENSINO DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL",2019-02-12,FECHADA,SECRETARIA DE EDUCAÇÃO
2201.01/2019 TP,74433.26,TOMADA DE PREÇOS,2019-01-25,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ASSESSORIA E CONSULTORIA AO SISTEMA MUNICIPAL DE ENSINO DE ACARAÚ, NA ÁREA DE PLANEJAMENTO E MONITORAMENTO DAS AÇÕES, DESTINADO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2019-02-12,FECHADA,SECRETARIA DE EDUCAÇÃO
2101.01/2019/PP/SRP,4680176.93,PREGÃO,2019-01-28,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO, EXECUÇÃO, COORDENAÇÃO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURAÇÕES SOLENES DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-02-08,FECHADA,SECRETARIAS DIVERSAS
1501.01/2019 TP,50233.0,TOMADA DE PREÇOS,2019-01-23,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE CONSULTORIA NO ACOMPANHAMENTO MENSAL DE INFORMAÇÕES UTILIZADAS NO CÁLCULO DO ÍNDICE PERCENTUAL DE PARTICIPAÇÃO MUNICIPAL DE ACARAÚ, NO RATEIO DO IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE INTERESTADUAL, INTERMUNICIPAL E DE COMUNICAÇÃO  ICMS, DE RESPONSABILIDADE DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ/CE.",2019-02-08,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0701.01/2019 TP,100759.92,TOMADA DE PREÇOS,2019-01-10,MENOR PREÇO,PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA ADMINISTRATIVA NO ACOMPANHAMENTO DA REGULARIDADE FISCAL E PREVIDENCIÁRIA DO MUNICÍPIO DE ACARAÚ/CE.,2019-01-28,FECHADA,Não Identificada
1212.02/2018 PE,428047.06,PREGÃO,2018-12-20,MENOR PREÇO,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR E MEDICAMENTOS DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.,2019-01-15,FECHADA,SECRETARIA DE SAÚDE
2012.01/2018 PP,1002560.0,PREGÃO,2018-12-26,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS BANCÁRIOS DE GERENCIAMENTO E PROCESSAMENTO DA FOLHA DE PAGAMENTO DOS SERVIDORES PÚBLICOS MUNICIPAIS ATIVOS, INATIVOS, PENSIONISTAS, COMISSIONADOS E CONTRATADOS DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE ACARAÚ/CE.",2019-01-11,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1412.01/2018 PP,40539.04,PREGÃO,2018-12-20,MENOR PREÇO,AQUISIÇÃO DE MATERIAL PERMANENTE DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DE BARRINHA DE CIMA E MONSENHOR SABINO NO MUNICÍPIO DE ACARAÚ/CE.,2019-01-10,FECHADA,SECRETARIA DE SAÚDE
1912.01/2018 PP,73599.96,PREGÃO,2018-12-21,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS TORRES DE RETRANSMISSÃO DO SINAL LOCAL DE TV, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2019-01-09,FECHADA,SECRETARIA DE INFRAESTRUTURA
0612.01/2018 PP,1441728.0,PREGÃO,2018-12-07,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS BANCÁRIOS DE GERENCIAMENTO E PROCESSAMENTO DA FOLHA DE PAGAMENTO DOS SERVIDORES PÚBLICOS MUNICIPAIS ATIVOS, INATIVOS, PENSIONISTAS, COMISSIONADOS E CONTRATADOS DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE ACARAÚ/CE.",2018-12-20,DESERTA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
2310.02/2018 PE,330666.68,PREGÃO,2018-10-24,MENOR PREÇO,"AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2018-11-09,FECHADA,SECRETARIA DE INFRAESTRUTURA
2310.01/2018 PP RP,959973.26,PREGÃO,2018-10-24,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE LIVROS DIDÁTICOS E PARADIDÁTICOS DESTINADOS AOS ALUNOS DO FUNDAMENTAL I E II DA REDE MUNICIPAL DE ENSINO, VISANDO MELHORES RESULTADOS DA LÍNGUA PORTUGUESA E MATEMÁTICA DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-11-08,FECHADA,SECRETARIA DE EDUCAÇÃO
0210.01/2018 PP,172229.97,PREGÃO,2018-10-08,MENOR PREÇO,"LOCAÇÃO DE VEÍCULOS, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-10-24,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1009.01/2018 PE,3120578.89,PREGÃO,2018-09-12,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2018-09-25,FECHADA,SECRETARIA DE EDUCAÇÃO
2008.01/2018 PP,266384.73,PREGÃO,2018-08-23,MENOR PREÇO,AQUISIÇÃO DE BRINQUEDOS E MATERIAIS DE COPA E COZINHA DESTINADOS A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.,2018-09-05,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2407.01/2018 PP,157206.0,PREGÃO,2018-07-26,MENOR PREÇO,"AQUISIÇÃO DE AUXILIO NATALIDADE (KIT BEBÊS) PARA DOAÇÃO DE BENEFÍCIOS EVENTUAIS ÀS FAMÍLIAS EM SITUAÇÃO DE RISCO E VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-08-10,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2307.01/2018 PP,63112.0,PREGÃO,2018-07-25,MENOR PREÇO,"AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA ESTRUTURAÇÃO E QUALIFICAÇÃO DA BANDA MUNICIPAL MESTRE MILTON GOMES DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-08-08,FECHADA,Não Identificada
1607.01/2018 TP,539990.4,TOMADA DE PREÇOS,2018-07-19,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA EM ENGENHARIA PARA ELABORAÇÃO DE PROJETOS, ORÇAMENTOS E PARA CAPACITAÇÃO DE RECURSOS, ACOMPANHAMENTO E FISCALIZAÇÃO DE OBRAS JUNTO AS SECRETARIAS DE INFRAESTRUTURA, SAÚDE E EDUCAÇÃO BÁSICA DO MUNICÍPIO DE ACARAÚ/CE",2018-08-07,FECHADA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
1107.01/2018 TP,476248.04,TOMADA DE PREÇOS,2018-07-13,MENOR PREÇO,"CONSTRUÇÃO DE MURO DE ARRIMO NA PRAIA DE ARPOEIRAS NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO",2018-08-02,ANULADA,SECRETARIA DE INFRAESTRUTURA
2206.01/2018 TP,476248.04,TOMADA DE PREÇOS,2018-06-29,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO EM PEDRA TOSCA EM DIVERSAS RUAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-07-24,FECHADA,SECRETARIA DE INFRAESTRUTURA
2506.01/2018 PP,48459.5,PREGÃO,2018-06-27,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE CONSUMO, DESTINADOS AO PROGRAMA BRASIL CARINHOSO DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-07-12,FECHADA,SECRETARIA DE EDUCAÇÃO
1906.01/2018 PP,320000.0,PREGÃO,2018-06-26,MENOR PREÇO,"AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-07-12,DESERTA,SECRETARIA DE INFRAESTRUTURA
1406.01/2018 TP,261110.71,TOMADA DE PREÇOS,2018-06-20,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE DUAS PRAÇAS COM PISO INTERTRAVADO E URBANIZAÇÃO NA LOCALIDADE DE CAUASSÚ E NO BAIRRO PAULO VI NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-07-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
0506.01/2018 CP,1234014.64,CONCORRÊNCIA,2018-06-06,MENOR PREÇO,"CONSTRUÇÃO DE 01 (UMA) CRECHE PRÓ INFÂNCIA - TIPO II NO DISTRITO DE LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-07-10,FECHADA,SECRETARIA DE EDUCAÇÃO
3005.01/2018 CP,1756150.21,CONCORRÊNCIA,2018-06-04,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE REFORMA E AMPLIAÇÃO DE NOVE ESCOLAS E UMA QUADRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-07-04,FECHADA,SECRETARIA DE EDUCAÇÃO
1206.01/2018 PP,477738.5,PREGÃO,2018-03-18,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇAO DE SERVIÇOS MECÂNCIOS, ELÉTRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-07-04,FECHADA,SECRETARIA DE INFRAESTRUTURA
1106.01/2018 TP,182015.8,TOMADA DE PREÇOS,2018-06-14,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA REALIZAR O PRÉ-VESTIBULAR (CAPACITAÇÃO) DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO DE ACARAÚ/CE, PARA PARTICIPAR DE ENEM (EXAME NACIONAL DO ENSINO MÉDIO), ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO.",2018-07-02,FECHADA,SECRETARIA DE EDUCAÇÃO
0606.02/2018 TP,294699.46,TOMADA DE PREÇOS,2018-06-11,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO EM PEDRA TOSCA NO ACESSO A PRAIA DO DISTRITO DE ARANAÚ DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-29,FECHADA,SECRETARIA DE INFRAESTRUTURA
0606.01/2018 TP,517305.07,TOMADA DE PREÇOS,2018-06-11,MENOR PREÇO,"URBANIZAÇÃO DO ACESSO A PRAIA DE ESPRAIADO  DISTRITO DE JURITIANHA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-28,FECHADA,SECRETARIA DE INFRAESTRUTURA
0406.03/2018 TP,404744.21,TOMADA DE PREÇOS,2018-06-08,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE OBRA DE PATROLAGEM COM RECOMPOSIÇÃO DA PLATAFORMA TRECHO ACESSO A PRAIA DE ARPOEIRAS VIA CE085 - CURRAL VELHO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-27,FECHADA,Não Identificada
0406.02/2018 TP,1056398.21,TOMADA DE PREÇOS,2018-06-08,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: CORREGUINHO - ALMÉSCEGAS; ACESSO PRAIA DE COROA GRANDE E CÓRREGO NOVO - LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-26,FECHADA,SECRETARIA DE INFRAESTRUTURA
2905.01/2018 TP,548064.0,TOMADA DE PREÇOS,2018-05-08,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA EM ENGENHARIA PARA ELABORAÇÃO DE PROJETOS, ORÇAMENTOS E PARA CAPACITAÇÃO DE RECURSOS, ACOMPANHAMENTO E FISCALIZAÇÃO DE OBRAS JUNTO AS SECRETARIAS DE INFRAESTRUTURA, SAÚDE E EDUCAÇÃO BÁSICA DO MUNICÍPIO DE ACARAÚ/CE.",2018-06-26,DESERTA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
0406.01/2018 TP,1064210.24,TOMADA DE PREÇOS,2018-06-06,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: JURITIANHA - MIRINDIBA - LAGOA DANTAS; MIRINDIBA - AROEIRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
2905.02/2018 PE,28520.8,PREGÃO,2018-06-06,MENOR PREÇO,"AQUISIÇÕES DE VENTILADORES DE PAREDE, DESTINADOS A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2018-06-19,FECHADA,SECRETARIA DE EDUCAÇÃO
2205.01/2018 CP,2504518.99,CONCORRÊNCIA,2018-06-14,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS E TÉCNICOS DE ENGENHARIA EM MANUTENÇÃO PREVENTIVA E CORRETIVA, EFICIÊNCIA ENERGÉTICA E AMPLIAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA, E DEMAIS SERVIÇOS CONSTANTES NO PROJETO BÁSICO, DA SEDE E DOS DISTRITOS DO MUNICÍPIO DE ACARAÚ/CE.",2018-06-17,FECHADA,SECRETARIA DE INFRAESTRUTURA
2305.02/2018 PP,320000.0,PREGÃO,2018-05-25,MENOR PREÇO,"AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-06-14,DESERTA,SECRETARIA DE INFRAESTRUTURA
2305.01/2018 PP,190000.0,PREGÃO,2018-05-25,MENOR PREÇO,"AQUISIÇÃO DE 01 (UM) VEÍCULO TRANSPORTE ELETIVO EM SAÚDE, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO BÁSICA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-06-13,FECHADA,SECRETARIA DE SAÚDE
1705.02/2018 PP,122189.6,PREGÃO,2018-05-25,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL LABORATORIAL E EQUIPAMENTOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-06-12,FECHADA,SECRETARIA DE SAÚDE
1705.01/2018 PP,476248.04,TOMADA DE PREÇOS,2018-05-21,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO E MONITORAMENTO DAS AÇÕES RELACIONADAS AO TURISMO DESTINADAS À SECRETARIA DE TURISMO, CULTURA E COMUNICAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2018-06-08,FECHADA,SECRETARIA DE TURISMO E CULTURA
0205.01/2018 CP,992950.0,CONCORRÊNCIA,2018-05-07,MENOR PREÇO,"LOCAÇÃO DE MÁQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-06-07,FECHADA,SECRETARIA DE INFRAESTRUTURA
1505.01/2018 TP,290556.11,TOMADA DE PREÇOS,2018-05-17,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-06,FECHADA,SECRETARIA DE INFRAESTRUTURA
1405.01/2018 TP,168744.42,TOMADA DE PREÇOS,2018-05-16,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA REFORMA DO MATADOURO PÚBLICO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-06-05,FECHADA,SECRETARIA DE INFRAESTRUTURA
1605.01/2018 PP,439000.0,PREGÃO,2018-05-18,MENOR PREÇO,"AQUISIÇÃO DE CARTEIRAS ESCOLARES PARA ATENDER A NECESSIDADE DOS ALUNOS DO ENSINO FUNDAMENTAL DAS ESCOLAS DA REDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-06-04,FECHADA,SECRETARIA DE EDUCAÇÃO
2404.01/2018 PP,67900.0,PREGÃO,2018-04-26,MENOR PREÇO,"LOCAÇÃO DE CONCENTRADORES DE OXIGÊNIO E ASPIRADORES DE SECREÇÃO, COM MANUTENÇÃO PREVENTIVA E CORRETIVA, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-05-17,FECHADA,SECRETARIA DE INFRAESTRUTURA
1204.01/2018 PP,111395.06,PREGÃO,2018-04-19,MENOR PREÇO,"AQUISIÇÃO DE MOBILIÁRIO PERMANENTE E INFORMÁTICA PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-05-15,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1004.02/2018 TP,42767.23,TOMADA DE PREÇOS,2018-04-13,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA REFORMA E ADEQUAÇÃO AS NORMAS DE ACESSIBILIDADE DO ABRIGO MUNICIPAL DE ACARAU/CE, CONFORME PROJETO BÁSICO.",2018-05-10,FECHADA,SECRETARIA DE INFRAESTRUTURA
1004.01/2018 TP,1960453.85,PREGÃO,2018-04-11,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE IMPRESSÃO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-05-09,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0504.01/2018 TP,84450.73,PREGÃO,2018-05-10,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIOS, DESTINADOS AO SUPORTE DAS AÇÕES DE ASSISTÊNCIA FARMACÊUTICA, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-05-08,FECHADA,SECRETARIA DE SAÚDE
0904.01/2018 TP,52130.97,TOMADA DE PREÇOS,2018-04-11,MENOR PREÇO,"LOCAÇÃO DE SISTEMA INFORMATIZADO (SOFTWARE) DE CONTABILIDADE, LICITAÇÃO, ALMOXARIFADO E FOLHA DE PAGAMENTO, JUNTO A PREFEITURA MUNICIPAL DE ACARAÚ/CE",2018-05-08,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
2703.02/2018 CP,596000.04,CONCORRÊNCIA,2018-04-03,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE CONTABILIDADE PÚBLICA NA EXECUÇÃO ORÇAMENTÁRIA, FINANCEIRA E PATRIMONIAL, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2018-05-04,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0404.02/2018 PP,315328.8,PREGÃO,2018-04-09,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRÁULICO E DE CONSTRUÇÃO, DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",2018-04-27,FECHADA,SECRETARIA DE INFRAESTRUTURA
2803.02/2018 PP,223464.74,PREGÃO,2018-04-09,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE PESSOAL, DESTINADOS AOS PROGRAMAS DA SECRETARIA  DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-04-26,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0404.01/2018 PP,118266.85,PREGÃO,2018-04-06,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL PERMANENTE PARA A SEDE DA SECRETARIA EDUCAÇÃO E ESCOLAS DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-04-25,FECHADA,SECRETARIA DE EDUCAÇÃO
0204.01/2018 TP,785073.78,TOMADA DE PREÇOS,2018-04-04,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO VIÁRIA EM DIVERSAS RUAS DA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO",2018-04-24,FECHADA,SECRETARIA DE INFRAESTRUTURA
0903.01/2018 CP,5480061.17,CONCORRÊNCIA,2018-03-20,MENOR PREÇO,"IMPLANTAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA EM ZONA RURAL NAS LOCALIDADES DE CURRAL VELHO E CAUASSÚ, NO MUNICIPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",2018-04-20,FECHADA,Não Identificada
0304.01/2018 PP,34768.2,PREGÃO,2018-04-06,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇO DE INSTALAÇÃO DE LINK - ACESSO A INTERNET VIA FIBRA ÓPTICA COM VELOCIDADE GARANTIDA, DESTINADOS A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-04-19,REVOGADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2803.01/2018 PP,244948.65,PREGÃO,2018-04-04,MENOR PREÇO,"AQUISIÇÃO DE URNAS MORTUÁRIAS E TRANSLADO PARA ATENDER  AS NECESSIDADES DOS MUNÍCIPES CARENTES, NA FORMA DA LEI, JUNTO À  SECRETARIA  DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2018-04-17,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
