Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
"1303.02/2019 TP","376.268,61","TOMADA DE PREÇOS",21/03/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",09/04/2019,FECHADA
"1303.03/2019 TP","728.835,74","TOMADA DE PREÇOS",21/03/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO VIÁRIA EM DIVERSAS RUAS DA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAU/CE, CONFORME PROJETO BÁSICO.",08/04/2019,FECHADA
"2602.02/2019 CP","1.302.333,30",CONCORRÊNCIA,01/03/2019,"MENOR PREÇO","LOCAÇÃO DE MÁQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",03/04/2019,REVOGADA
"1303.01/2019 PP","80.870,00",PREGÃO,15/03/2019,"MENOR PREÇO","AQUISIÇÃO DE CESTAS BÁSICAS COM VISTAS A CONCESSÃO DE BENEFÍCIOS EVENTUAIS, DESTINADAS AS FAMÍLIAS CARENTES DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",29/03/2019,FECHADA
1103.01/2019,"72.000,00",PREGÃO,13/03/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS XEROGRÁFICOS EM PAPEL A4 PARA DOCUMENTOS, DESTINADOS AS ATIVIDADES DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",27/03/2019,FECHADA
"2602.01/2019 PP","1.306.277,59",PREGÃO,01/03/2019,"MENOR PREÇO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DE RESPONSABILIDADE DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",20/03/2019,FECHADA
1802.01/2019,"333.093,59",PREGÃO,25/02/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRÁULICO E DE CONSTRUÇÃO, DESTINADOS AS SECRETARIAS DE ASSISTÊNCIA SOCIAL, INFRAESTRUTURA, SAÚDE E EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",15/03/2019,FECHADA
"1104.01/2019 TP","5.833,33","TOMADA DE PREÇOS",15/04/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO DAS AÇÕES RELACIONADAS AO TURISMO, JUNTO A SECRETARIA DE TURISMO E CULTURA DO MUNICÍPIO DE ACARAÚ/CE.",14/03/2019,DESERTA
"2202.02/2019 TP","172.333,26","TOMADA DE PREÇOS",25/02/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA NA EXECUÇÃO DOS PROGRAMAS, ESPECIALMENTE O PROGRAMA CRIANÇA FELIZ, E OS DIVERSOS SERVIÇOS REALIZADOS PELA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",14/03/2019,FECHADA
"2002.01/2019 TP","58.333,30","TOMADA DE PREÇOS",22/02/2019,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO DAS AÇÕES RELACIONADAS AO TURISMO, JUNTO A SECRETARIA DE TURISMO E CULTURA DO MUNICÍPIO DE ACARAÚ/CE.",14/03/2019,DESERTA
"1902.01/2019 PP","202.536,41",PREGÃO,22/02/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO NO EDITAL.",13/03/2019,FECHADA
"1402.01/2019 PP","88.604,00",PREGÃO,20/02/2019,"MENOR PREÇO","AQUISIÇÃO DE AUXILIO NATALIDADE (KIT BEBÊ) PARA DOAÇÃO DE BENEFÍCIOS EVENTUAIS ÀS FAMÍLIAS EM SITUAÇÃO DE RISCO E VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",12/03/2019,FECHADA
"1302.01/2019 PP","599.630,87",PREGÃO,20/02/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE PARA ATENDER AS NECESSIDADES DOS PROGRAMAS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.",11/03/2019,FECHADA
"1102.02/2019 PP","157.398,26",PREGÃO,15/02/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/03/2019,FECHADA
"1102.01/2019 PP","270.742,88",PREGÃO,15/02/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AOS PROGRAMAS DA EDUCAÇÃO INFANTIL, ENSINO FUNDAMENTAL, EJA E DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",07/03/2019,FECHADA
"0402.01/2019 PP","331.316,35",PREGÃO,06/02/2019,"MENOR PREÇO","AQUISIÇÃO DE URNAS MORTUÁRIAS E TRANSLADOS PARA ATENDER AS NECESSIDADES DOS MUNÍCIPES CARENTES, NA FORMA DA LEI, JUNTO Á SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO ACARAÚ/CE.",19/02/2019,FECHADA
"2401.01/2019 TP","95.920,00","TOMADA DE PREÇOS",28/01/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA EM CONSULTORIA TÉCNICA ESPECIALIZADA E CONTINUADA NO APOIO E ORIENTAÇÃO DAS OPERAÇÕES DA CONTROLADORIA GERAL DO MUNICÍPIO DE ACARAU/CE.",13/02/2019,FECHADA
"2401.02/2019 PP","491.152,00",PREGÃO,30/01/2019,"MENOR PREÇO","AQUISIÇÃO DE LIVROS DIDÁTICOS, DESTINADOS AOS ALUNOS DE EDUCAÇÃO INFANTIL 4 E 5 ANOS DA REDE MUNCIPAL DE ENSINO DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL",12/02/2019,FECHADA
"2201.01/2019 TP","74.433,26","TOMADA DE PREÇOS",25/01/2019,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ASSESSORIA E CONSULTORIA AO SISTEMA MUNICIPAL DE ENSINO DE ACARAÚ, NA ÁREA DE PLANEJAMENTO E MONITORAMENTO DAS AÇÕES, DESTINADO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",12/02/2019,FECHADA
2101.01/2019/PP/SRP,"4.680.176,93",PREGÃO,28/01/2019,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO, EXECUÇÃO, COORDENAÇÃO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURAÇÕES SOLENES DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/02/2019,FECHADA
"1501.01/2019 TP","50.233,00","TOMADA DE PREÇOS",23/01/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE CONSULTORIA NO ACOMPANHAMENTO MENSAL DE INFORMAÇÕES UTILIZADAS NO CÁLCULO DO ÍNDICE PERCENTUAL DE PARTICIPAÇÃO MUNICIPAL DE ACARAÚ, NO RATEIO DO IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE INTERESTADUAL, INTERMUNICIPAL E DE COMUNICAÇÃO  ICMS, DE RESPONSABILIDADE DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ/CE.",08/02/2019,FECHADA
"0701.01/2019 TP","100.759,92","TOMADA DE PREÇOS",10/01/2019,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA ADMINISTRATIVA NO ACOMPANHAMENTO DA REGULARIDADE FISCAL E PREVIDENCIÁRIA DO MUNICÍPIO DE ACARAÚ/CE.",28/01/2019,FECHADA
"1212.02/2018 PE","428.047,06",PREGÃO,20/12/2018,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR E MEDICAMENTOS DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",15/01/2019,FECHADA
"2012.01/2018 PP","1.002.560,00",PREGÃO,26/12/2018,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS BANCÁRIOS DE GERENCIAMENTO E PROCESSAMENTO DA FOLHA DE PAGAMENTO DOS SERVIDORES PÚBLICOS MUNICIPAIS ATIVOS, INATIVOS, PENSIONISTAS, COMISSIONADOS E CONTRATADOS DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE ACARAÚ/CE.",11/01/2019,FECHADA
"1412.01/2018 PP","40.539,04",PREGÃO,20/12/2018,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL PERMANENTE DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE DE BARRINHA DE CIMA E MONSENHOR SABINO NO MUNICÍPIO DE ACARAÚ/CE.",10/01/2019,FECHADA
"1912.01/2018 PP","73.599,96",PREGÃO,21/12/2018,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS TORRES DE RETRANSMISSÃO DO SINAL LOCAL DE TV, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",09/01/2019,FECHADA
"0612.01/2018 PP","1.441.728,00",PREGÃO,07/12/2018,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS BANCÁRIOS DE GERENCIAMENTO E PROCESSAMENTO DA FOLHA DE PAGAMENTO DOS SERVIDORES PÚBLICOS MUNICIPAIS ATIVOS, INATIVOS, PENSIONISTAS, COMISSIONADOS E CONTRATADOS DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE ACARAÚ/CE.",20/12/2018,DESERTA
"2310.02/2018 PE","330.666,68",PREGÃO,24/10/2018,"MENOR PREÇO","AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",09/11/2018,FECHADA
"2310.01/2018 PP RP","959.973,26",PREGÃO,24/10/2018,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE LIVROS DIDÁTICOS E PARADIDÁTICOS DESTINADOS AOS ALUNOS DO FUNDAMENTAL I E II DA REDE MUNICIPAL DE ENSINO, VISANDO MELHORES RESULTADOS DA LÍNGUA PORTUGUESA E MATEMÁTICA DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/11/2018,FECHADA
"0210.01/2018 PP","172.229,97",PREGÃO,08/10/2018,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",24/10/2018,FECHADA
"1009.01/2018 PE","3.120.578,89",PREGÃO,12/09/2018,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), DESTINADOS AOS PROGRAMAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",25/09/2018,FECHADA
"2008.01/2018 PP","266.384,73",PREGÃO,23/08/2018,"MENOR PREÇO","AQUISIÇÃO DE BRINQUEDOS E MATERIAIS DE COPA E COZINHA DESTINADOS A SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",05/09/2018,FECHADA
"2407.01/2018 PP","157.206,00",PREGÃO,26/07/2018,"MENOR PREÇO","AQUISIÇÃO DE AUXILIO NATALIDADE (KIT BEBÊS) PARA DOAÇÃO DE BENEFÍCIOS EVENTUAIS ÀS FAMÍLIAS EM SITUAÇÃO DE RISCO E VULNERABILIDADE SOCIAL, ATRAVÉS DA SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",10/08/2018,FECHADA
"2307.01/2018 PP","63.112,00",PREGÃO,25/07/2018,"MENOR PREÇO","AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA ESTRUTURAÇÃO E QUALIFICAÇÃO DA BANDA MUNICIPAL MESTRE MILTON GOMES DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/08/2018,FECHADA
"1607.01/2018 TP","539.990,40","TOMADA DE PREÇOS",19/07/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA EM ENGENHARIA PARA ELABORAÇÃO DE PROJETOS, ORÇAMENTOS E PARA CAPACITAÇÃO DE RECURSOS, ACOMPANHAMENTO E FISCALIZAÇÃO DE OBRAS JUNTO AS SECRETARIAS DE INFRAESTRUTURA, SAÚDE E EDUCAÇÃO BÁSICA DO MUNICÍPIO DE ACARAÚ/CE",07/08/2018,FECHADA
"1107.01/2018 TP",,"TOMADA DE PREÇOS",13/07/2018,"MENOR PREÇO","CONSTRUÇÃO DE MURO DE ARRIMO NA PRAIA DE ARPOEIRAS NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO",02/08/2018,ANULADA
"2206.01/2018 TP",,"TOMADA DE PREÇOS",29/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO EM PEDRA TOSCA EM DIVERSAS RUAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",24/07/2018,FECHADA
"2506.01/2018 PP","48.459,50",PREGÃO,27/06/2018,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE CONSUMO, DESTINADOS AO PROGRAMA BRASIL CARINHOSO DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",12/07/2018,FECHADA
"1906.01/2018 PP","320.000,00",PREGÃO,26/06/2018,"MENOR PREÇO","AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",12/07/2018,DESERTA
"1406.01/2018 TP","261.110,71","TOMADA DE PREÇOS",20/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE DUAS PRAÇAS COM PISO INTERTRAVADO E URBANIZAÇÃO NA LOCALIDADE DE CAUASSÚ E NO BAIRRO PAULO VI NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",11/07/2018,FECHADA
"0506.01/2018 CP","1.234.014,64",CONCORRÊNCIA,06/06/2018,"MENOR PREÇO","CONSTRUÇÃO DE 01 (UMA) CRECHE PRÓ INFÂNCIA - TIPO II NO DISTRITO DE LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",10/07/2018,FECHADA
"3005.01/2018 CP","1.756.150,21",CONCORRÊNCIA,04/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE REFORMA E AMPLIAÇÃO DE NOVE ESCOLAS E UMA QUADRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",04/07/2018,FECHADA
"1206.01/2018 PP","477.738,50",PREGÃO,18/03/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇAO DE SERVIÇOS MECÂNCIOS, ELÉTRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",04/07/2018,FECHADA
"1106.01/2018 TP","182.015,80","TOMADA DE PREÇOS",14/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA REALIZAR O PRÉ-VESTIBULAR (CAPACITAÇÃO) DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO DE ACARAÚ/CE, PARA PARTICIPAR DE ENEM (EXAME NACIONAL DO ENSINO MÉDIO), ATRAVÉS DA SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO.",02/07/2018,FECHADA
"0606.02/2018 TP","294.699,46","TOMADA DE PREÇOS",11/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO EM PEDRA TOSCA NO ACESSO A PRAIA DO DISTRITO DE ARANAÚ DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",29/06/2018,FECHADA
"0606.01/2018 TP","517.305,07","TOMADA DE PREÇOS",11/06/2018,"MENOR PREÇO","URBANIZAÇÃO DO ACESSO A PRAIA DE ESPRAIADO  DISTRITO DE JURITIANHA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",28/06/2018,FECHADA
"0406.03/2018 TP","404.744,21","TOMADA DE PREÇOS",08/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE OBRA DE PATROLAGEM COM RECOMPOSIÇÃO DA PLATAFORMA TRECHO ACESSO A PRAIA DE ARPOEIRAS VIA CE085 - CURRAL VELHO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",27/06/2018,FECHADA
"0406.02/2018 TP","1.056.398,21","TOMADA DE PREÇOS",08/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: CORREGUINHO - ALMÉSCEGAS; ACESSO PRAIA DE COROA GRANDE E CÓRREGO NOVO - LAGOA DO CARNEIRO NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",26/06/2018,FECHADA
"2905.01/2018 TP","548.064,00","TOMADA DE PREÇOS",08/05/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA EM ENGENHARIA PARA ELABORAÇÃO DE PROJETOS, ORÇAMENTOS E PARA CAPACITAÇÃO DE RECURSOS, ACOMPANHAMENTO E FISCALIZAÇÃO DE OBRAS JUNTO AS SECRETARIAS DE INFRAESTRUTURA, SAÚDE E EDUCAÇÃO BÁSICA DO MUNICÍPIO DE ACARAÚ/CE.",26/06/2018,DESERTA
"0406.01/2018 TP","1.064.210,24","TOMADA DE PREÇOS",06/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÕES DE ESTRADAS VICINAIS DOS TRECHOS: JURITIANHA - MIRINDIBA - LAGOA DANTAS; MIRINDIBA - AROEIRA NO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",22/06/2018,FECHADA
"2905.02/2018 PE","28.520,80",PREGÃO,06/06/2018,"MENOR PREÇO","AQUISIÇÕES DE VENTILADORES DE PAREDE, DESTINADOS A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",19/06/2018,FECHADA
"2205.01/2018 CP","2.504.518,99",CONCORRÊNCIA,14/06/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS E TÉCNICOS DE ENGENHARIA EM MANUTENÇÃO PREVENTIVA E CORRETIVA, EFICIÊNCIA ENERGÉTICA E AMPLIAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA, E DEMAIS SERVIÇOS CONSTANTES NO PROJETO BÁSICO, DA SEDE E DOS DISTRITOS DO MUNICÍPIO DE ACARAÚ/CE.",17/06/2018,FECHADA
"2305.02/2018 PP","320.000,00",PREGÃO,25/05/2018,"MENOR PREÇO","AQUISIÇÃO DE 04 (QUATRO) VEÍCULOS AMBULÂNCIA TIPO A - SIMPLES REMOÇÃO TIPO FURGONETA, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO ESPECIALIZADA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",14/06/2018,DESERTA
"2305.01/2018 PP","190.000,00",PREGÃO,25/05/2018,"MENOR PREÇO","AQUISIÇÃO DE 01 (UM) VEÍCULO TRANSPORTE ELETIVO EM SAÚDE, DESTINADO A ESTRUTURAÇÃO DA REDE DE SERVIÇOS DA ATENÇÃO BÁSICA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",13/06/2018,FECHADA
"1705.02/2018 PP","122.189,60",PREGÃO,25/05/2018,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL LABORATORIAL E EQUIPAMENTOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",12/06/2018,FECHADA
"1705.01/2018 PP",,"TOMADA DE PREÇOS",21/05/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ASSESSORIA E CONSULTORIA NA ÁREA DE PLANEJAMENTO E MONITORAMENTO DAS AÇÕES RELACIONADAS AO TURISMO DESTINADAS À SECRETARIA DE TURISMO, CULTURA E COMUNICAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",08/06/2018,FECHADA
"0205.01/2018 CP","992.950,00",CONCORRÊNCIA,07/05/2018,"MENOR PREÇO","LOCAÇÃO DE MÁQUINAS PESADAS DESTINADAS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",07/06/2018,FECHADA
"1505.01/2018 TP","290.556,11","TOMADA DE PREÇOS",17/05/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",06/06/2018,FECHADA
"1405.01/2018 TP","168.744,42","TOMADA DE PREÇOS",16/05/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA REFORMA DO MATADOURO PÚBLICO DO MUNICÍPIO DE ACARAÚ/CE, CONFORME PROJETO BÁSICO.",05/06/2018,FECHADA
"1605.01/2018 PP","439.000,00",PREGÃO,18/05/2018,"MENOR PREÇO","AQUISIÇÃO DE CARTEIRAS ESCOLARES PARA ATENDER A NECESSIDADE DOS ALUNOS DO ENSINO FUNDAMENTAL DAS ESCOLAS DA REDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",04/06/2018,FECHADA
"2404.01/2018 PP","67.900,00",PREGÃO,26/04/2018,"MENOR PREÇO","LOCAÇÃO DE CONCENTRADORES DE OXIGÊNIO E ASPIRADORES DE SECREÇÃO, COM MANUTENÇÃO PREVENTIVA E CORRETIVA, DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",17/05/2018,FECHADA
"1204.01/2018 PP","111.395,06",PREGÃO,19/04/2018,"MENOR PREÇO","AQUISIÇÃO DE MOBILIÁRIO PERMANENTE E INFORMÁTICA PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/05/2018,FECHADA
"1004.02/2018 TP","42.767,23","TOMADA DE PREÇOS",13/04/2018,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA REFORMA E ADEQUAÇÃO AS NORMAS DE ACESSIBILIDADE DO ABRIGO MUNICIPAL DE ACARAU/CE, CONFORME PROJETO BÁSICO.",10/05/2018,FECHADA
"1004.01/2018 TP","1.960.453,85",PREGÃO,11/04/2018,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE IMPRESSÃO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCAÇÃO, SAÚDE E ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",09/05/2018,FECHADA
"0504.01/2018 TP","84.450,73",PREGÃO,10/05/2018,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIOS, DESTINADOS AO SUPORTE DAS AÇÕES DE ASSISTÊNCIA FARMACÊUTICA, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO ACARAÚ/CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",08/05/2018,FECHADA
"0904.01/2018 TP","52.130,97","TOMADA DE PREÇOS",11/04/2018,"MENOR PREÇO","LOCAÇÃO DE SISTEMA INFORMATIZADO (SOFTWARE) DE CONTABILIDADE, LICITAÇÃO, ALMOXARIFADO E FOLHA DE PAGAMENTO, JUNTO A PREFEITURA MUNICIPAL DE ACARAÚ/CE",08/05/2018,FECHADA
